Application:, Trigno Discover (1.7.0)
Date/Time:, 11/4/2024 10:23:56 AM
Collection Length (seconds):, 12.1365
Avanti Sensor 0 (64624), , Avanti Sensor 2 (64680)
sensor mode: 40, , sensor mode: 609
EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s)
, 2148.1481 Hz, , 370.3704 Hz, , 370.3704 Hz, , 370.3704 Hz, , 370.3704 Hz, , 370.3704 Hz, , 370.3704 Hz
5.9367414, -0.7766384, , , , , , , , , , , , 
5.9372069, -1.6862135, , , , , , , , , , , , 
5.9376724, -2.2068818, , , , , , , , , , , , 
5.9381379, -1.9509117, , , , , , , , , , , , 
5.9386034, -0.9580835, , , , , , , , , , , , 
5.939069, 0.4134127, , , , , , , , , , , , 
5.9395345, 1.6586862, , , , , , , , , , , , 
5.94, 2.3884947, , , , , , , , , , , , 
5.9404655, 2.414847, , , , , , , , , , , , 
5.940931, 1.8589303, , , , , , , , , , , , 
5.9413966, 1.1069657, , , , , , , , , , , , 
5.9418621, 0.4926375, , , , , , , , , , , , 
5.9423276, 0.0656291, , , , , , , , , , , , 
5.9427931, -0.266041, , , , , , , , , , , , 
5.9432586, -0.5030442, , , , , , , , , , , , 
5.9437241, -0.694728, , , , , , , , , , , , 
5.9441897, -0.9250172, , , , , , , , , , , , 
5.9446552, -1.1633631, , , , , , , , , , , , 
5.9451207, -1.2001221, , , , , , , , , , , , 
5.9455862, -0.898497, , , , , , , , , , , , 
5.9460517, -0.3748074, , , , , , , , , , , , 
5.9465172, 0.212665, , , , , , , , , , , , 
5.9469828, 0.7071489, , , , , , , , , , , , 
5.9474483, 0.923003, , , , , , , , , , , , 
5.9479138, 0.7215839, , , , , , , , , , , , 
5.9483793, 0.1515679, , , , , , , , , , , , 
5.9488448, -0.4622568, , , , , , , , , , , , 
5.9493103, -0.8209506, , , , , , , , , , , , 
5.9497759, -0.9253529, , , , , , , , , , , , 
5.9502414, -0.8793622, , , , , , , , , , , , 
5.9507069, -0.6918746, , , , , , , , , , , , 
5.9511724, -0.3261311, , , , , , , , , , , , 
5.9516379, 0.1841306, , , , , , , , , , , , 
5.9521034, 0.7185626, , , , , , , , , , , , 
5.952569, 1.2016327, , , , , , , , , , , , 
5.9530345, 1.5462272, , , , , , , , , , , , 
5.9535, 1.6197452, , , , , , , , , , , , 
5.9539655, 1.3691463, , , , , , , , , , , , 
5.954431, 0.9233387, , , , , , , , , , , , 
5.9548966, 0.4944839, , , , , , , , , , , , 
5.9553621, 0.2002441, , , , , , , , , , , , 
5.9558276, 0.0330663, , , , , , , , , , , , 
5.9562931, -0.0575723, , , , , , , , , , , , 
5.9567586, -0.1126268, , , , , , , , , , , , 
5.9572241, -0.1539178, , , , , , , , , , , , 
5.9576897, -0.1990692, , , , , , , , , , , , 
5.9581552, -0.2898756, , , , , , , , , , , , 
5.9586207, -0.4312047, , , , , , , , , , , , 
5.9590862, -0.5668269, , , , , , , , , , , , 
5.9595517, -0.6870069, , , , , , , , , , , , 
5.9600172, -0.8404211, , , , , , , , , , , , 
5.9604828, -0.9804074, , , , , , , , , , , , 
5.9609483, -0.9515373, , , , , , , , , , , , 
5.9614138, -0.6883497, , , , , , , , , , , , 
5.9618793, -0.1626459, , , , , , , , , , , , 
5.9623448, 0.5443351, , , , , , , , , , , , 
5.9628103, 0.9602655, , , , , , , , , , , , 
5.9632759, 0.7083238, , , , , , , , , , , , 
5.9637414, -0.0626078, , , , , , , , , , , , 
5.9642069, -0.9068894, , , , , , , , , , , , 
5.9646724, -1.4688487, , , , , , , , , , , , 
5.9651379, -1.5277638, , , , , , , , , , , , 
5.9656034, -1.0441901, , , , , , , , , , , , 
5.966069, -0.223743, , , , , , , , , , , , 
5.9665345, 0.619028, , , , , , , , , , , , 
5.967, 1.1784695, , , , , , , , , , , , 
5.9674655, 1.344976, , , , , , , , , , , , 
5.967931, 1.1388571, , , , , , , , , , , , 
5.9683966, 0.5980468, , , , , , , , , , , , 
5.9688621, -0.1807736, , , , , , , , , , , , 
5.9693276, -0.8775158, , , , , , , , , , , , 
5.9697931, -1.083299, , , , , , , , , , , , 
5.9702586, -0.7444114, , , , , , , , , , , , 
5.9707241, -0.1440146, , , , , , , , , , , , 
5.9711897, 0.4735027, , , , , , , , , , , , 
5.9716552, 0.9592584, , , , , , , , , , , , 
5.9721207, 1.1566491, , , , , , , , , , , , 
5.9725862, 1.0255589, , , , , , , , , , , , 
5.9730517, 0.6970779, , , , , , , , , , , , 
5.9735172, 0.3615473, , , , , , , , , , , , 
5.9739828, 0.128069, , , , , , , , , , , , 
5.9744483, 0.0125887, , , , , , , , , , , , 
5.9749138, 0.0139315, , , , , , , , , , , , 
5.9753793, 0.0508583, , , , , , , , , , , , 
5.9758448, 0.0179599, , , , , , , , , , , , 
5.9763103, -0.0867781, , , , , , , , , , , , 
5.9767759, -0.1943694, , , , , , , , , , , , 
5.9772414, -0.298436, , , , , , , , , , , , 
5.9777069, -0.4088808, , , , , , , , , , , , 
5.9781724, -0.5507134, , , , , , , , , , , , 
5.9786379, -0.7256123, , , , , , , , , , , , 
5.9791034, -0.8086976, , , , , , , , , , , , 
5.979569, -0.7202411, , , , , , , , , , , , 
5.9800345, -0.5233539, , , , , , , , , , , , 
5.9805, -0.3207599, , , , , , , , , , , , 
5.9809655, -0.2111543, , , , , , , , , , , , 
5.981431, -0.2297856, , , , , , , , , , , , 
5.9818966, -0.2762799, , , , , , , , , , , , 
5.9823621, -0.2024262, , , , , , , , , , , , 
5.9828276, 0.0206455, , , , , , , , , , , , 
5.9832931, 0.3170672, , , , , , , , , , , , 
5.9837586, 0.5857939, , , , , , , , , , , , 
5.9842241, 0.7165484, , , , , , , , , , , , 
5.9846897, 0.6578012, , , , , , , , , , , , 
5.9851552, 0.4815595, , , , , , , , , , , , 
5.9856207, 0.3063249, , , , , , , , , , , , 
5.9860862, 0.1916838, , , , , , , , , , , , 
5.9865517, 0.1253834, , , , , , , , , , , , 
5.9870172, 0.0498512, , , , , , , , , , , , 
5.9874828, 0.0538796, , , , , , , , , , , , 
5.9879483, 0.1096056, , , , , , , , , , , , 
5.9884138, 0.0295415, , , , , , , , , , , , 
5.9888793, -0.2836652, , , , , , , , , , , , 
5.9893448, -0.7900664, , , , , , , , , , , , 
5.9898103, -1.302678, , , , , , , , , , , , 
5.9902759, -1.6580148, , , , , , , , , , , , 
5.9907414, -1.686717, , , , , , , , , , , , 
5.9912069, -1.1918975, , , , , , , , , , , , 
5.9916724, -0.2529488, , , , , , , , , , , , 
5.9921379, 0.7544823, , , , , , , , , , , , 
5.9926034, 1.489662, , , , , , , , , , , , 
5.993069, 1.8340887, , , , , , , , , , , , 
5.9935345, 1.7609064, , , , , , , , , , , , 
5.994, 1.3748531, , , , , , , , , , , , 
5.9944655, 0.8812085, , , , , , , , , , , , 
5.994931, 0.464271, , , , , , , , , , , , 
5.9953966, 0.1983978, , , , , , , , , , , , 
5.9958621, 0.0592508, , , , , , , , , , , , 
5.9963276, -0.0082246, , , , , , , , , , , , 
5.9967931, -0.0481727, , , , , , , , , , , , 
5.9972586, -0.0850996, , , , , , , , , , , , 
5.9977241, -0.1200122, , , , , , , , , , , , 
5.9981897, -0.1359579, , , , , , , , , , , , 
5.9986552, -0.0595865, , , , , , , , , , , , 
5.9991207, 0.068986, , , , , , , , , , , , 
5.9995862, 0.0461585, , , , , , , , , , , , 
6.0000517, -0.1680171, , , , , , , , , , , , 
6.0005172, -0.3793393, , , , , , , , , , , , 
6.0009828, -0.4474861, , , , , , , , , , , , 
6.0014483, -0.4004883, , , , , , , , , , , , 
6.0019138, -0.3224384, , , , , , , , , , , , 
6.0023793, -0.251606, , , , , , , , , , , , 
6.0028448, -0.1727169, , , , , , , , , , , , 
6.0033103, -0.0498512, , , , , , , , , , , , 
6.0037759, 0.0710002, , , , , , , , , , , , 
6.0042414, 0.012253, , , , , , , , , , , , 
6.0047069, -0.3043107, , , , , , , , , , , , 
6.0051724, -0.7449149, , , , , , , , , , , , 
6.0056379, -1.0754101, , , , , , , , , , , , 
6.0061034, -1.095552, , , , , , , , , , , , 
6.006569, -0.7816739, , , , , , , , , , , , 
6.0070345, -0.3064927, , , , , , , , , , , , 
6.0075, 0.1018845, , , , , , , , , , , , 
6.0079655, 0.2260929, , , , , , , , , , , , 
6.008431, -0.0693217, , , , , , , , , , , , 
6.0088966, -0.5339284, , , , , , , , , , , , 
6.0093621, -0.7054704, , , , , , , , , , , , 
6.0098276, -0.4103914, , , , , , , , , , , , 
6.0102931, 0.2005798, , , , , , , , , , , , 
6.0107586, 0.8558633, , , , , , , , , , , , 
6.0112241, 1.3181201, , , , , , , , , , , , 
6.0116897, 1.4715343, , , , , , , , , , , , 
6.0121552, 1.310399, , , , , , , , , , , , 
6.0126207, 0.9419699, , , , , , , , , , , , 
6.0130862, 0.5168078, , , , , , , , , , , , 
6.0135517, 0.1228656, , , , , , , , , , , , 
6.0140172, -0.1653315, , , , , , , , , , , , 
6.0144828, -0.3264668, , , , , , , , , , , , 
6.0149483, -0.3845426, , , , , , , , , , , , 
6.0154138, -0.4552071, , , , , , , , , , , , 
6.0158793, -0.5940185, , , , , , , , , , , , 
6.0163448, -0.7207446, , , , , , , , , , , , 
6.0168103, -0.6895247, , , , , , , , , , , , 
6.0172759, -0.4310369, , , , , , , , , , , , 
6.0177414, -0.0344091, , , , , , , , , , , , 
6.0182069, 0.3576867, , , , , , , , , , , , 
6.0186724, 0.6776074, , , , , , , , , , , , 
6.0191379, 0.8488136, , , , , , , , , , , , 
6.0196034, 0.7984588, , , , , , , , , , , , 
6.020069, 0.5137865, , , , , , , , , , , , 
6.0205345, 0.0810712, , , , , , , , , , , , 
6.021, -0.2796368, , , , , , , , , , , , 
6.0214655, -0.3719539, , , , , , , , , , , , 
6.021931, -0.2099794, , , , , , , , , , , , 
6.0223966, 0.0614328, , , , , , , , , , , , 
6.0228621, 0.293904, , , , , , , , , , , , 
6.0233276, 0.4083772, , , , , , , , , , , , 
6.0237931, 0.3858854, , , , , , , , , , , , 
6.0242586, 0.2695659, , , , , , , , , , , , 
6.0247241, 0.1361257, , , , , , , , , , , , 
6.0251897, 0.0679789, , , , , , , , , , , , 
6.0256552, 0.0182956, , , , , , , , , , , , 
6.0261207, -0.2017548, , , , , , , , , , , , 
6.0265862, -0.5962005, , , , , , , , , , , , 
6.0270517, -0.935256, , , , , , , , , , , , 
6.0275172, -0.9782254, , , , , , , , , , , , 
6.0279828, -0.6285954, , , , , , , , , , , , 
6.0284483, -0.0048676, , , , , , , , , , , , 
6.0289138, 0.4468147, , , , , , , , , , , , 
6.0293793, 0.1869841, , , , , , , , , , , , 
6.0298448, -0.7989624, , , , , , , , , , , , 
6.0303103, -1.8517128, , , , , , , , , , , , 
6.0307759, -2.227863, , , , , , , , , , , , 
6.0312414, -1.6227665, , , , , , , , , , , , 
6.0317069, -0.3439231, , , , , , , , , , , , 
6.0321724, 1.0616464, , , , , , , , , , , , 
6.0326379, 2.0403754, , , , , , , , , , , , 
6.0331034, 2.3010452, , , , , , , , , , , , 
6.033569, 1.9297627, , , , , , , , , , , , 
6.0340345, 1.310399, , , , , , , , , , , , 
6.0345, 0.7727779, , , , , , , , , , , , 
6.0349655, 0.4191196, , , , , , , , , , , , 
6.035431, 0.202594, , , , , , , , , , , , 
6.0358966, 0.0287022, , , , , , , , , , , , 
6.0363621, -0.1453574, , , , , , , , , , , , 
6.0368276, -0.2682231, , , , , , , , , , , , 
6.0372931, -0.353994, , , , , , , , , , , , 
6.0377586, -0.5658198, , , , , , , , , , , , 
6.0382241, -0.9278706, , , , , , , , , , , , 
6.0386897, -1.1710842, , , , , , , , , , , , 
6.0391552, -1.1395285, , , , , , , , , , , , 
6.0396207, -0.901854, , , , , , , , , , , , 
6.0400862, -0.5842832, , , , , , , , , , , , 
6.0405517, -0.2386816, , , , , , , , , , , , 
6.0410172, 0.1522393, , , , , , , , , , , , 
6.0414828, 0.5265431, , , , , , , , , , , , 
6.0419483, 0.8162509, , , , , , , , , , , , 
6.0424138, 1.0102846, , , , , , , , , , , , 
6.0428793, 1.1079728, , , , , , , , , , , , 
6.0433448, 1.0938735, , , , , , , , , , , , 
6.0438103, 0.9565728, , , , , , , , , , , , 
6.0442759, 0.7616999, , , , , , , , , , , , 
6.0447414, 0.5408103, , , , , , , , , , , , 
6.0452069, 0.300618, , , , , , , , , , , , 
6.0456724, 0.0740215, , , , , , , , , , , , 
6.0461379, -0.0971847, , , , , , , , , , , , 
6.0466034, -0.197055, , , , , , , , , , , , 
6.047069, -0.2425422, , , , , , , , , , , , 
6.0475345, -0.2625162, , , , , , , , , , , , 
6.048, -0.2717479, , , , , , , , , , , , 
6.0484655, -0.2475776, , , , , , , , , , , , 
6.048931, -0.2111543, , , , , , , , , , , , 
6.0493966, -0.2714122, , , , , , , , , , , , 
6.0498621, -0.4513466, , , , , , , , , , , , 
6.0503276, -0.7058061, , , , , , , , , , , , 
6.0507931, -0.9392844, , , , , , , , , , , , 
6.0512586, -0.9498589, , , , , , , , , , , , 
6.0517241, -0.6594797, , , , , , , , , , , , 
6.0521897, -0.290547, , , , , , , , , , , , 
6.0526552, -0.0916457, , , , , , , , , , , , 
6.0531207, -0.0976883, , , , , , , , , , , , 
6.0535862, -0.1310903, , , , , , , , , , , , 
6.0540517, -0.049012, , , , , , , , , , , , 
6.0545172, 0.1468681, , , , , , , , , , , , 
6.0549828, 0.3670863, , , , , , , , , , , , 
6.0554483, 0.4975051, , , , , , , , , , , , 
6.0559138, 0.4902876, , , , , , , , , , , , 
6.0563793, 0.3627222, , , , , , , , , , , , 
6.0568448, 0.1972229, , , , , , , , , , , , 
6.0573103, 0.0787213, , , , , , , , , , , , 
6.0577759, 0.0733501, , , , , , , , , , , , 
6.0582414, 0.1230335, , , , , , , , , , , , 
6.0587069, 0.0944991, , , , , , , , , , , , 
6.0591724, -0.0147707, , , , , , , , , , , , 
6.0596379, -0.1136339, , , , , , , , , , , , 
6.0601034, -0.1717098, , , , , , , , , , , , 
6.060569, -0.2239109, , , , , , , , , , , , 
6.0610345, -0.2764477, , , , , , , , , , , , 
6.0615, -0.2873579, , , , , , , , , , , , 
6.0619655, -0.2479133, , , , , , , , , , , , 
6.062431, -0.1972229, , , , , , , , , , , , 
6.0628966, -0.1482109, , , , , , , , , , , , 
6.0633621, -0.085771, , , , , , , , , , , , 
6.0638276, -0.0216526, , , , , , , , , , , , 
6.0642931, 0.0157778, , , , , , , , , , , , 
6.0647586, 0.0181277, , , , , , , , , , , , 
6.0652241, 0.0001678, , , , , , , , , , , , 
6.0656897, -0.0135958, , , , , , , , , , , , 
6.0661552, -0.0058747, , , , , , , , , , , , 
6.0666207, 0.0379339, , , , , , , , , , , , 
6.0670862, 0.1775845, , , , , , , , , , , , 
6.0675517, 0.4674601, , , , , , , , , , , , 
6.0680172, 0.5439994, , , , , , , , , , , , 
6.0684828, 0.0443122, , , , , , , , , , , , 
6.0689483, -0.7133593, , , , , , , , , , , , 
6.0694138, -1.2155642, , , , , , , , , , , , 
6.0698793, -1.3003281, , , , , , , , , , , , 
6.0703448, -1.0102846, , , , , , , , , , , , 
6.0708103, -0.4481575, , , , , , , , , , , , 
6.0712759, 0.2422065, , , , , , , , , , , , 
6.0717414, 0.7799954, , , , , , , , , , , , 
6.0722069, 1.0149844, , , , , , , , , , , , 
6.0726724, 0.9958495, , , , , , , , , , , , 
6.0731379, 0.8028229, , , , , , , , , , , , 
6.0736034, 0.4986801, , , , , , , , , , , , 
6.074069, 0.045655, , , , , , , , , , , , 
6.0745345, -0.6050965, , , , , , , , , , , , 
6.075, -1.2509804, , , , , , , , , , , , 
6.0754655, -1.436286, , , , , , , , , , , , 
6.075931, -0.9664759, , , , , , , , , , , , 
6.0763966, -0.1312581, , , , , , , , , , , , 
6.0768621, 0.7021134, , , , , , , , , , , , 
6.0773276, 1.2264744, , , , , , , , , , , , 
6.0777931, 1.2424201, , , , , , , , , , , , 
6.0782586, 0.8315251, , , , , , , , , , , , 
6.0787241, 0.3221027, , , , , , , , , , , , 
6.0791897, -0.0386053, , , , , , , , , , , , 
6.0796552, -0.2051118, , , , , , , , , , , , 
6.0801207, -0.1707027, , , , , , , , , , , , 
6.0805862, 0.0809033, , , , , , , , , , , , 
6.0810517, 0.4144198, , , , , , , , , , , , 
6.0815172, 0.6551156, , , , , , , , , , , , 
6.0819828, 0.7554894, , , , , , , , , , , , 
6.0824483, 0.7282979, , , , , , , , , , , , 
6.0829138, 0.5701839, , , , , , , , , , , , 
6.0833793, 0.3054856, , , , , , , , , , , , 
6.0838448, -0.0129244, , , , , , , , , , , , 
6.0843103, -0.3214313, , , , , , , , , , , , 
6.0847759, -0.5708553, , , , , , , , , , , , 
6.0852414, -0.7323262, , , , , , , , , , , , 
6.0857069, -0.7628748, , , , , , , , , , , , 
6.0861724, -0.6739147, , , , , , , , , , , , 
6.0866379, -0.4414435, , , , , , , , , , , , 
6.0871034, -0.0793927, , , , , , , , , , , , 
6.087569, 0.2492561, , , , , , , , , , , , 
6.0880345, 0.4144198, , , , , , , , , , , , 
6.0885, 0.4254978, , , , , , , , , , , , 
6.0889655, 0.3697719, , , , , , , , , , , , 
6.089431, 0.297261, , , , , , , , , , , , 
6.0898966, 0.2265965, , , , , , , , , , , , 
6.0903621, 0.1660029, , , , , , , , , , , , 
6.0908276, 0.123537, , , , , , , , , , , , 
6.0912931, 0.1126268, , , , , , , , , , , , 
6.0917586, 0.1003738, , , , , , , , , , , , 
6.0922241, 0.0488441, , , , , , , , , , , , 
6.0926897, -0.0313878, , , , , , , , , , , , 
6.0931552, -0.1012131, , , , , , , , , , , , 
6.0936207, -0.0966812, , , , , , , , , , , , 
6.0940862, 0.0229953, , , , , , , , , , , , 
6.0945517, 0.1015488, , , , , , , , , , , , 
6.0950172, -0.0461585, , , , , , , , , , , , 
6.0954828, -0.3304952, , , , , , , , , , , , 
6.0959483, -0.5211719, , , , , , , , , , , , 
6.0964138, -0.5416495, , , , , , , , , , , , 
6.0968793, -0.4184482, , , , , , , , , , , , 
6.0973448, -0.300618, , , , , , , , , , , , 
6.0978103, -0.3580224, , , , , , , , , , , , 
6.0982759, -0.6249027, , , , , , , , , , , , 
6.0987414, -1.0267338, , , , , , , , , , , , 
6.0992069, -1.326009, , , , , , , , , , , , 
6.0996724, -1.2310063, , , , , , , , , , , , 
6.1001379, -0.892958, , , , , , , , , , , , 
6.1006034, -0.5883116, , , , , , , , , , , , 
6.101069, -0.2915541, , , , , , , , , , , , 
6.1015345, -0.0659648, , , , , , , , , , , , 
6.102, -0.0303807, , , , , , , , , , , , 
6.1024655, -0.1411612, , , , , , , , , , , , 
6.102931, -0.2774548, , , , , , , , , , , , 
6.1033966, -0.2586557, , , , , , , , , , , , 
6.1038621, 0.0928206, , , , , , , , , , , , 
6.1043276, 0.676936, , , , , , , , , , , , 
6.1047931, 1.1939117, , , , , , , , , , , , 
6.1052586, 1.4169833, , , , , , , , , , , , 
6.1057241, 1.2657511, , , , , , , , , , , , 
6.1061897, 0.8954757, , , , , , , , , , , , 
6.1066552, 0.528893, , , , , , , , , , , , 
6.1071207, 0.3076677, , , , , , , , , , , , 
6.1075862, 0.303975, , , , , , , , , , , , 
6.1080517, 0.4369116, , , , , , , , , , , , 
6.1085172, 0.5213397, , , , , , , , , , , , 
6.1089828, 0.4399329, , , , , , , , , , , , 
6.1094483, 0.2311284, , , , , , , , , , , , 
6.1099138, 0.0414588, , , , , , , , , , , , 
6.1103793, -0.0592508, , , , , , , , , , , , 
6.1108448, -0.0491798, , , , , , , , , , , , 
6.1113103, 0.0421302, , , , , , , , , , , , 
6.1117759, -0.0127565, , , , , , , , , , , , 
6.1122414, -0.2840009, , , , , , , , , , , , 
6.1127069, -0.5520562, , , , , , , , , , , , 
6.1131724, -0.5695125, , , , , , , , , , , , 
6.1136379, -0.2987716, , , , , , , , , , , , 
6.1141034, 0.1418326, , , , , , , , , , , , 
6.114569, 0.5691768, , , , , , , , , , , , 
6.1150345, 0.8342107, , , , , , , , , , , , 
6.1155, 0.9320668, , , , , , , , , , , , 
6.1159655, 0.8333715, , , , , , , , , , , , 
6.116431, 0.4419471, , , , , , , , , , , , 
6.1168966, -0.1025559, , , , , , , , , , , , 
6.1173621, -0.5131151, , , , , , , , , , , , 
6.1178276, -0.6727398, , , , , , , , , , , , 
6.1182931, -0.6598154, , , , , , , , , , , , 
6.1187586, -0.5690089, , , , , , , , , , , , 
6.1192241, -0.4923018, , , , , , , , , , , , 
6.1196897, -0.4914626, , , , , , , , , , , , 
6.1201552, -0.634638, , , , , , , , , , , , 
6.1206207, -0.8870832, , , , , , , , , , , , 
6.1210862, -0.9290455, , , , , , , , , , , , 
6.1215517, -0.4840772, , , , , , , , , , , , 
6.1220172, 0.2509346, , , , , , , , , , , , 
6.1224828, 0.7779812, , , , , , , , , , , , 
6.1229483, 0.8733196, , , , , , , , , , , , 
6.1234138, 0.5993896, , , , , , , , , , , , 
6.1238793, 0.1837949, , , , , , , , , , , , 
6.1243448, -0.1230335, , , , , , , , , , , , 
6.1248103, -0.1898375, , , , , , , , , , , , 
6.1252759, -0.0632792, , , , , , , , , , , , 
6.1257414, 0.1300832, , , , , , , , , , , , 
6.1262069, 0.2811475, , , , , , , , , , , , 
6.1266724, 0.3304952, , , , , , , , , , , , 
6.1271379, 0.2881971, , , , , , , , , , , , 
6.1276034, 0.1997406, , , , , , , , , , , , 
6.128069, 0.103563, , , , , , , , , , , , 
6.1285345, 0.0229953, , , , , , , , , , , , 
6.129, -0.0297093, , , , , , , , , , , , 
6.1294655, -0.0587472, , , , , , , , , , , , 
6.129931, -0.085771, , , , , , , , , , , , 
6.1303966, -0.1240406, , , , , , , , , , , , 
6.1308621, -0.1654994, , , , , , , , , , , , 
6.1313276, -0.1955444, , , , , , , , , , , , 
6.1317931, -0.2076295, , , , , , , , , , , , 
6.1322586, -0.2079652, , , , , , , , , , , , 
6.1327241, -0.2317998, , , , , , , , , , , , 
6.1331897, -0.2719158, , , , , , , , , , , , 
6.1336552, -0.2915541, , , , , , , , , , , , 
6.1341207, -0.2798047, , , , , , , , , , , , 
6.1345862, -0.3170672, , , , , , , , , , , , 
6.1350517, -0.4822309, , , , , , , , , , , , 
6.1355172, -0.650248, , , , , , , , , , , , 
6.1359828, -0.6252384, , , , , , , , , , , , 
6.1364483, -0.3979706, , , , , , , , , , , , 
6.1369138, -0.0817426, , , , , , , , , , , , 
6.1373793, 0.2396887, , , , , , , , , , , , 
6.1378448, 0.5000229, , , , , , , , , , , , 
6.1383103, 0.6191958, , , , , , , , , , , , 
6.1387759, 0.5525597, , , , , , , , , , , , 
6.1392414, 0.3768215, , , , , , , , , , , , 
6.1397069, 0.2119936, , , , , , , , , , , , 
6.1401724, 0.1122911, , , , , , , , , , , , 
6.1406379, 0.0636149, , , , , , , , , , , , 
6.1411034, 0.036759, , , , , , , , , , , , 
6.141569, 0.0154421, , , , , , , , , , , , 
6.1420345, 0.0015106, , , , , , , , , , , , 
6.1425, -0.0015106, , , , , , , , , , , , 
6.1429655, 0.0015106, , , , , , , , , , , , 
6.143431, 0.0038605, , , , , , , , , , , , 
6.1438966, 0.0026856, , , , , , , , , , , , 
6.1443621, -0.0006714, , , , , , , , , , , , 
6.1448276, -0.0095674, , , , , , , , , , , , 
6.1452931, -0.0234989, , , , , , , , , , , , 
6.1457586, -0.0226596, , , , , , , , , , , , 
6.1462241, 0.0382696, , , , , , , , , , , , 
6.1466897, 0.1567712, , , , , , , , , , , , 
6.1471552, 0.1977264, , , , , , , , , , , , 
6.1476207, 0.0708324, , , , , , , , , , , , 
6.1480862, -0.1599603, , , , , , , , , , , , 
6.1485517, -0.3761501, , , , , , , , , , , , 
6.1490172, -0.4834058, , , , , , , , , , , , 
6.1494828, -0.507744, , , , , , , , , , , , 
6.1499483, -0.5006943, , , , , , , , , , , , 
6.1504138, -0.40972, , , , , , , , , , , , 
6.1508793, -0.2378424, , , , , , , , , , , , 
6.1513448, -0.0911421, , , , , , , , , , , , 
6.1518103, 0.0139315, , , , , , , , , , , , 
6.1522759, 0.2123293, , , , , , , , , , , , 
6.1527414, 0.6749218, , , , , , , , , , , , 
6.1532069, 1.1989471, , , , , , , , , , , , 
6.1536724, 1.2660868, , , , , , , , , , , , 
6.1541379, 0.8170901, , , , , , , , , , , , 
6.1546034, 0.1834592, , , , , , , , , , , , 
6.155069, -0.420798, , , , , , , , , , , , 
6.1555345, -0.8729839, , , , , , , , , , , , 
6.156, -1.0451972, , , , , , , , , , , , 
6.1564655, -0.8796979, , , , , , , , , , , , 
6.156931, -0.4936446, , , , , , , , , , , , 
6.1573966, -0.1421683, , , , , , , , , , , , 
6.1578621, 0.0258488, , , , , , , , , , , , 
6.1583276, 0.0347448, , , , , , , , , , , , 
6.1587931, -0.0699931, , , , , , , , , , , , 
6.1592586, -0.2955825, , , , , , , , , , , , 
6.1597241, -0.5161364, , , , , , , , , , , , 
6.1601897, -0.4708171, , , , , , , , , , , , 
6.1606552, -0.0854353, , , , , , , , , , , , 
6.1611207, 0.4483253, , , , , , , , , , , , 
6.1615862, 0.9102464, , , , , , , , , , , , 
6.1620517, 1.1321431, , , , , , , , , , , , 
6.1625172, 1.0571145, , , , , , , , , , , , 
6.1629828, 0.8013123, , , , , , , , , , , , 
6.1634483, 0.5374533, , , , , , , , , , , , 
6.1639138, 0.3227741, , , , , , , , , , , , 
6.1643793, 0.1629816, , , , , , , , , , , , 
6.1648448, 0.1515679, , , , , , , , , , , , 
6.1653103, 0.2111543, , , , , , , , , , , , 
6.1657759, -0.0834211, , , , , , , , , , , , 
6.1662414, -0.662501, , , , , , , , , , , , 
6.1667069, -1.0112917, , , , , , , , , , , , 
6.1671724, -0.8843977, , , , , , , , , , , , 
6.1676379, -0.386389, , , , , , , , , , , , 
6.1681034, 0.205951, , , , , , , , , , , , 
6.168569, 0.6024109, , , , , , , , , , , , 
6.1690345, 0.7115129, , , , , , , , , , , , 
6.1695, 0.595697, , , , , , , , , , , , 
6.1699655, 0.3210956, , , , , , , , , , , , 
6.170431, -0.0441444, , , , , , , , , , , , 
6.1708966, -0.3858854, , , , , , , , , , , , 
6.1713621, -0.5475242, , , , , , , , , , , , 
6.1718276, -0.4206302, , , , , , , , , , , , 
6.1722931, -0.1143053, , , , , , , , , , , , 
6.1727586, 0.1049058, , , , , , , , , , , , 
6.1732241, 0.0592508, , , , , , , , , , , , 
6.1736897, -0.237171, , , , , , , , , , , , 
6.1741552, -0.525536, , , , , , , , , , , , 
6.1746207, -0.536614, , , , , , , , , , , , 
6.1750862, -0.2865187, , , , , , , , , , , , 
6.1755517, 0.0558938, , , , , , , , , , , , 
6.1760172, 0.3375448, , , , , , , , , , , , 
6.1764828, 0.3591974, , , , , , , , , , , , 
6.1769483, 0.0271916, , , , , , , , , , , , 
6.1774138, -0.4448005, , , , , , , , , , , , 
6.1778793, -0.6927138, , , , , , , , , , , , 
6.1783448, -0.5829404, , , , , , , , , , , , 
6.1788103, -0.25832, , , , , , , , , , , , 
6.1792759, -0.0105745, , , , , , , , , , , , 
6.1797414, -0.0063783, , , , , , , , , , , , 
6.1802069, -0.1613031, , , , , , , , , , , , 
6.1806724, -0.3380484, , , , , , , , , , , , 
6.1811379, -0.3711147, , , , , , , , , , , , 
6.1816034, -0.133608, , , , , , , , , , , , 
6.182069, 0.2670481, , , , , , , , , , , , 
6.1825345, 0.6353094, , , , , , , , , , , , 
6.183, 0.9646296, , , , , , , , , , , , 
