Application:, Trigno Discover (1.7.0)
Date/Time:, 11/4/2024 10:23:56 AM
Collection Length (seconds):, 12.1365
Avanti Sensor 0 (64624), , Avanti Sensor 2 (64680)
sensor mode: 40, , sensor mode: 609
EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s)
, 2148.1481 Hz, , 370.3704 Hz, , 370.3704 Hz, , 370.3704 Hz, , 370.3704 Hz, , 370.3704 Hz, , 370.3704 Hz
0.0628448, -0.026688, 0.3645, 0.4931641, 0.3645, -0.6176758, 0.3645, 0.5649414, 0.3645, -0.7317073, 0.3645, 1.3414634, 0.3645, 6.8292685
0.0633103, -0.0280308, 0.3672, 0.4941406, 0.3672, -0.6142578, 0.3672, 0.5649414, 0.3672, 0.0609756, 0.3672, 1.5853659, 0.3672, 6.7682929
0.0637759, -0.0115816, 0.3699, 0.4921875, 0.3699, -0.6186523, 0.3699, 0.5654297, 0.3699, 0.1829268, 0.3699, 1.5243902, 0.3699, 6.9512196
0.0642414, 0.0174563, 0.3726, 0.4926758, 0.3726, -0.621582, 0.3726, 0.5664062, 0.3726, 0.2439024, 0.3726, 0.8536586, 0.3726, 6.7682929
0.0647069, 0.0387732, 0.3753, 0.4868164, 0.3753, -0.6206055, 0.3753, 0.5668945, 0.3753, 0.6097561, 0.3753, 0.9146342, 0.3753, 6.7073174
0.0651724, 0.0396124, 0.378, 0.4892578, 0.378, -0.6254883, 0.378, 0.5668945, 0.378, 1.2195122, 0.378, 0.3048781, 0.378, 6.8292685
0.0656379, 0.0273594, 0.3807, 0.4951172, 0.3807, -0.6323242, 0.3807, 0.5683594, 0.3807, 1.2804878, 0.3807, 0, 0.3807, 6.7682929
0.0661034, 0.0092317, 0.3834, 0.5, 0.3834, -0.6328125, 0.3834, 0.5712891, 0.3834, 1.5243902, 0.3834, -0.4268293, 0.3834, 6.4024391
0.066569, -0.0062104, 0.3861, 0.5087891, 0.3861, -0.6381836, 0.3861, 0.5678711, 0.3861, 2.1341465, 0.3861, -0.5487805, 0.3861, 6.7073174
0.0670345, -0.0135958, 0.3888, 0.5107422, 0.3888, -0.6430664, 0.3888, 0.5722656, 0.3888, 2.6829269, 0.3888, -0.3048781, 0.3888, 6.5243902
0.0675, -0.0125887, 0.3915, 0.5102539, 0.3915, -0.6464844, 0.3915, 0.5771484, 0.3915, 2.9268293, 0.3915, -0.1219512, 0.3915, 6.3414636
0.0679655, -0.0036927, 0.3942, 0.5107422, 0.3942, -0.6474609, 0.3942, 0.5766602, 0.3942, 3.2317073, 0.3942, 0.3048781, 0.3942, 6.7073174
0.068431, 0.0001678, 0.3969, 0.5117188, 0.3969, -0.6557617, 0.3969, 0.5825195, 0.3969, 3.4146342, 0.3969, -0.1829268, 0.3969, 6.890244
0.0688966, -0.0221561, 0.3996, 0.512207, 0.3996, -0.6557617, 0.3996, 0.5830078, 0.3996, 3.5365853, 0.3996, -0.2439024, 0.3996, 7.3170733
0.0693621, -0.0525368, 0.4023, 0.5024414, 0.4023, -0.6538086, 0.4023, 0.5825195, 0.4023, 3.5365853, 0.4023, -0.4878049, 0.4023, 7.8048782
0.0698276, -0.0532082, 0.405, 0.503418, 0.405, -0.6552734, 0.405, 0.5820312, 0.405, 3.5365853, 0.405, -0.3658537, 0.405, 7.9268293
0.0702931, -0.0236667, 0.4077, 0.496582, 0.4077, -0.6586914, 0.4077, 0.5791016, 0.4077, 3.4756098, 0.4077, -1.097561, 0.4077, 8.5975609
0.0707586, 0.0085603, 0.4104, 0.4931641, 0.4104, -0.6606445, 0.4104, 0.5791016, 0.4104, 3.4756098, 0.4104, -1.5853659, 0.4104, 8.4146347
0.0712241, 0.0288701, 0.4131, 0.4946289, 0.4131, -0.6713867, 0.4131, 0.5771484, 0.4131, 3.5975611, 0.4131, -1.5853659, 0.4131, 8.719512
0.0716897, 0.0391089, 0.4158, 0.4921875, 0.4158, -0.6733398, 0.4158, 0.5805664, 0.4158, 3.4756098, 0.4158, -1.5853659, 0.4158, 9.0853662
0.0721552, 0.043473, 0.4185, 0.4970703, 0.4185, -0.6767578, 0.4185, 0.5795898, 0.4185, 4.0853658, 0.4185, -1.7682927, 0.4185, 8.5975609
0.0726207, 0.0354162, 0.4212, 0.5068359, 0.4212, -0.6835938, 0.4212, 0.5771484, 0.4212, 3.7804878, 0.4212, -1.4634147, 0.4212, 8.5365858
0.0730862, 0.014435, 0.4239, 0.5083008, 0.4239, -0.6914062, 0.4239, 0.5766602, 0.4239, 3.9024391, 0.4239, -1.3414634, 0.4239, 8.2926826
0.0735517, -0.0048676, 0.4266, 0.5073242, 0.4266, -0.7016602, 0.4266, 0.5800781, 0.4266, 4.2682929, 0.4266, -0.7926829, 0.4266, 7.9878049
0.0740172, -0.0146029, 0.4293, 0.5058594, 0.4293, -0.7094727, 0.4293, 0.5795898, 0.4293, 4.2073174, 0.4293, 0.0609756, 0.4293, 7.8658538
0.0744828, -0.0174563, 0.432, 0.5009766, 0.432, -0.7202148, 0.432, 0.5776367, 0.432, 4.0243902, 0.432, 0.3658537, 0.432, 7.9268293
0.0749483, -0.0146029, 0.4347, 0.4985352, 0.4347, -0.7246094, 0.4347, 0.5776367, 0.4347, 4.390244, 0.4347, 0.6707317, 0.4347, 7.7439027
0.0754138, -0.0105745, 0.4374, 0.4921875, 0.4374, -0.7319336, 0.4374, 0.578125, 0.4374, 4.2682929, 0.4374, 0.7317073, 0.4374, 7.9878049
0.0758793, -0.0058747, 0.4401, 0.4863281, 0.4401, -0.7338867, 0.4401, 0.5771484, 0.4401, 4.8170733, 0.4401, 0.8536586, 0.4401, 8.0487804
0.0763448, 0.0008392, 0.4428, 0.4868164, 0.4428, -0.7436523, 0.4428, 0.578125, 0.4428, 4.4512196, 0.4428, 0.7926829, 0.4428, 7.9878049
0.0768103, 0.0050355, 0.4455, 0.4868164, 0.4455, -0.746582, 0.4455, 0.5761719, 0.4455, 4.2073174, 0.4455, 0.6097561, 0.4455, 7.9268293
0.0772759, 0.0045319, 0.4482, 0.4824219, 0.4482, -0.7573242, 0.4482, 0.5776367, 0.4482, 4.3292685, 0.4482, -0.4268293, 0.4482, 7.8048782
0.0777414, 0.0011749, 0.4509, 0.4804688, 0.4509, -0.7602539, 0.4509, 0.5791016, 0.4509, 4.5731707, 0.4509, -0.9756098, 0.4509, 7.9878049
0.0782069, -0.0030213, 0.4536, 0.4770508, 0.4536, -0.7685547, 0.4536, 0.5849609, 0.4536, 4.3292685, 0.4536, -2.3780489, 0.4536, 8.1097565
0.0786724, -0.0065461, 0.4563, 0.4736328, 0.4563, -0.7714844, 0.4563, 0.5820312, 0.4563, 4.390244, 0.4563, -3.2926829, 0.4563, 8.3536587
0.0791379, -0.0105745, 0.459, 0.4760742, 0.459, -0.7749023, 0.459, 0.5791016, 0.459, 3.5975611, 0.459, -4.5121951, 0.459, 8.5975609
0.0796034, -0.0139315, 0.4617, 0.4794922, 0.4617, -0.7763672, 0.4617, 0.5859375, 0.4617, 3.2317073, 0.4617, -4.9390244, 0.4617, 9.0243902
0.080069, -0.01561, 0.4644, 0.4775391, 0.4644, -0.7836914, 0.4644, 0.5849609, 0.4644, 2.8658538, 0.4644, -5.0609756, 0.4644, 9.1463413
0.0805345, -0.0179599, 0.4671, 0.4853516, 0.4671, -0.78125, 0.4671, 0.5820312, 0.4671, 2.7439024, 0.4671, -5.1219511, 0.4671, 9.5121956
0.081, -0.0201419, 0.4698, 0.4853516, 0.4698, -0.784668, 0.4698, 0.5786133, 0.4698, 2.195122, 0.4698, -5.3048782, 0.4698, 9.5731707
0.0814655, -0.0201419, 0.4725, 0.4882812, 0.4725, -0.7895508, 0.4725, 0.578125, 0.4725, 1.9512196, 0.4725, -5.3658538, 0.4725, 9.6951218
0.081931, -0.0204776, 0.4752, 0.487793, 0.4752, -0.7905273, 0.4752, 0.5786133, 0.4752, 1.7682927, 0.4752, -5.9146342, 0.4752, 9.8170738
0.0823966, -0.0243381, 0.4779, 0.4819336, 0.4779, -0.7944336, 0.4779, 0.5776367, 0.4779, 1.5853659, 0.4779, -5.9756098, 0.4779, 9.8170738
0.0828621, -0.0276951, 0.4806, 0.4775391, 0.4806, -0.7924805, 0.4806, 0.5786133, 0.4806, 1.6463414, 0.4806, -5.9146342, 0.4806, 10.1829271
0.0833276, -0.0281987, 0.4833, 0.4760742, 0.4833, -0.7978516, 0.4833, 0.5839844, 0.4833, 1.3414634, 0.4833, -5.7317076, 0.4833, 10.2439022
0.0837931, -0.0251774, 0.486, 0.4736328, 0.486, -0.7978516, 0.486, 0.5830078, 0.486, 0.9146342, 0.486, -5.609756, 0.486, 10.3658543
0.0842586, -0.0229953, 0.4887, 0.4648438, 0.4887, -0.8007812, 0.4887, 0.5839844, 0.4887, 1.3414634, 0.4887, -4.8170733, 0.4887, 10.1829271
0.0847241, -0.0219883, 0.4914, 0.465332, 0.4914, -0.800293, 0.4914, 0.5791016, 0.4914, 1.6463414, 0.4914, -4.6951222, 0.4914, 10.3658543
0.0851897, -0.0224918, 0.4941, 0.4643555, 0.4941, -0.7993164, 0.4941, 0.5761719, 0.4941, 2.0731707, 0.4941, -4.2073174, 0.4941, 9.9390249
0.0856552, -0.0283665, 0.4968, 0.4711914, 0.4968, -0.7998047, 0.4968, 0.5761719, 0.4968, 2.2560976, 0.4968, -3.9024391, 0.4968, 9.6951218
0.0861207, -0.0387732, 0.4995, 0.4697266, 0.4995, -0.8007812, 0.4995, 0.5717773, 0.4995, 2.5, 0.4995, -3.5975611, 0.4995, 8.780488
0.0865862, -0.0454871, 0.5022, 0.46875, 0.5022, -0.8017578, 0.5022, 0.5698242, 0.5022, 2.6829269, 0.5022, -3.2926829, 0.5022, 8.5365858
0.0870517, -0.0428016, 0.5049, 0.4707031, 0.5049, -0.7998047, 0.5049, 0.5751953, 0.5049, 3.2317073, 0.5049, -2.4390244, 0.5049, 8.2317076
0.0875172, -0.036759, 0.5076, 0.4702148, 0.5076, -0.7988281, 0.5076, 0.5717773, 0.5076, 3.2926829, 0.5076, -2.1341465, 0.5076, 7.9268293
0.0879828, -0.0307164, 0.5103, 0.465332, 0.5103, -0.7900391, 0.5103, 0.5708008, 0.5103, 3.5975611, 0.5103, -1.3414634, 0.5103, 7.8658538
0.0884483, -0.0236667, 0.513, 0.4677734, 0.513, -0.7841797, 0.513, 0.565918, 0.513, 3.6585367, 0.513, -0.9756098, 0.513, 7.8658538
0.0889138, -0.0157778, 0.5157, 0.4663086, 0.5157, -0.7832031, 0.5157, 0.5664062, 0.5157, 4.2073174, 0.5157, -0.7317073, 0.5157, 7.4390244
0.0893793, -0.0073854, 0.5184, 0.4619141, 0.5184, -0.7758789, 0.5184, 0.5649414, 0.5184, 4.2682929, 0.5184, -0.3048781, 0.5184, 7.5609756
0.0898448, -0.0025177, 0.5211, 0.4638672, 0.5211, -0.7714844, 0.5211, 0.5639648, 0.5211, 3.9634147, 0.5211, -0.9756098, 0.5211, 7.1951222
0.0903103, -0.0001678, 0.5238, 0.4580078, 0.5238, -0.7666016, 0.5238, 0.5581055, 0.5238, 3.9024391, 0.5238, -1.097561, 0.5238, 7.3170733
0.0907759, 0.0008392, 0.5265, 0.4521484, 0.5265, -0.7612305, 0.5265, 0.5546875, 0.5265, 3.7804878, 0.5265, -1.0365853, 0.5265, 7.1341467
0.0912414, 0.0001678, 0.5292, 0.4516602, 0.5292, -0.7509766, 0.5292, 0.5571289, 0.5292, 3.9024391, 0.5292, -0.9756098, 0.5292, 7.1341467
0.0917069, -0.0025177, 0.5319, 0.4511719, 0.5319, -0.7480469, 0.5319, 0.5571289, 0.5319, 3.6585367, 0.5319, -0.7926829, 0.5319, 7.3780489
0.0921724, -0.0045319, 0.5346, 0.4482422, 0.5346, -0.7382812, 0.5346, 0.5517578, 0.5346, 3.9024391, 0.5346, -0.4268293, 0.5346, 7.0731707
0.0926379, -0.0048676, 0.5373, 0.4487305, 0.5373, -0.7333984, 0.5373, 0.5517578, 0.5373, 3.5975611, 0.5373, -0.5487805, 0.5373, 7.3170733
0.0931034, -0.0058747, 0.54, 0.4467773, 0.54, -0.7275391, 0.54, 0.5541992, 0.54, 3.8414636, 0.54, -0.3048781, 0.54, 7.2560978
0.093569, -0.0072175, 0.5427, 0.4462891, 0.5427, -0.7197266, 0.5427, 0.5541992, 0.5427, 3.7195122, 0.5427, -0.4878049, 0.5427, 7.0731707
0.0940345, -0.0075532, 0.5454, 0.4516602, 0.5454, -0.715332, 0.5454, 0.5571289, 0.5454, 3.9024391, 0.5454, -0.3658537, 0.5454, 6.6463418
0.0945, -0.0048676, 0.5481, 0.4506836, 0.5481, -0.7124023, 0.5481, 0.5600586, 0.5481, 4.1463413, 0.5481, 0.0609756, 0.5481, 6.3414636
0.0949655, -0.0008392, 0.5508, 0.4482422, 0.5508, -0.7089844, 0.5508, 0.5644531, 0.5508, 4.0853658, 0.5508, 0.1829268, 0.5508, 6.1585369
0.095431, 0.0005035, 0.5535, 0.4482422, 0.5535, -0.706543, 0.5535, 0.5644531, 0.5535, 4.0853658, 0.5535, 0.4268293, 0.5535, 6.5853658
0.0958966, -0.0001678, 0.5562, 0.4448242, 0.5562, -0.7045898, 0.5562, 0.5629883, 0.5562, 4.2682929, 0.5562, 1.2804878, 0.5562, 6.4024391
0.0963621, 0.0001678, 0.5589, 0.4433594, 0.5589, -0.7075195, 0.5589, 0.5610352, 0.5589, 4.6951222, 0.5589, 1.4634147, 0.5589, 6.5243902
0.0968276, 0.0008392, 0.5616, 0.440918, 0.5616, -0.7016602, 0.5616, 0.5625, 0.5616, 4.7560978, 0.5616, 2.5609756, 0.5616, 6.280488
0.0972931, 0.0010071, 0.5643, 0.4326172, 0.5643, -0.6933594, 0.5643, 0.5585938, 0.5643, 4.6341462, 0.5643, 2.9268293, 0.5643, 6.280488
0.0977586, -0.0010071, 0.567, 0.4306641, 0.567, -0.690918, 0.567, 0.5532227, 0.567, 4.4512196, 0.567, 3.5975611, 0.567, 6.5853658
0.0982241, -0.0015106, 0.5697, 0.4228516, 0.5697, -0.684082, 0.5697, 0.550293, 0.5697, 4.8170733, 0.5697, 3.7195122, 0.5697, 6.7073174
0.0986897, -0.0003357, 0.5724, 0.4189453, 0.5724, -0.6821289, 0.5724, 0.5473633, 0.5724, 4.6341462, 0.5724, 3.5975611, 0.5724, 7.1341467
0.0991552, -0.0015106, 0.5751, 0.4121094, 0.5751, -0.6821289, 0.5751, 0.5444336, 0.5751, 4.5731707, 0.5751, 3.2317073, 0.5751, 7.4390244
0.0996207, -0.0043641, 0.5778, 0.4052734, 0.5778, -0.6772461, 0.5778, 0.5405273, 0.5778, 4.390244, 0.5778, 2.1341465, 0.5778, 7.8658538
0.1000862, -0.0073854, 0.5805, 0.40625, 0.5805, -0.6791992, 0.5805, 0.5336914, 0.5805, 4.5731707, 0.5805, 1.3414634, 0.5805, 8.2926826
0.1005517, -0.0070497, 0.5832, 0.4101562, 0.5832, -0.6738281, 0.5832, 0.5327148, 0.5832, 4.5731707, 0.5832, 0.7317073, 0.5832, 8.4146347
0.1010172, -0.0048676, 0.5859, 0.4057617, 0.5859, -0.6757812, 0.5859, 0.5385742, 0.5859, 4.4512196, 0.5859, -0.1219512, 0.5859, 8.2317076
0.1014828, -0.0048676, 0.5886, 0.4121094, 0.5886, -0.6762695, 0.5886, 0.5400391, 0.5886, 4.390244, 0.5886, -0.4268293, 0.5886, 8.1707315
0.1019483, -0.0050355, 0.5913, 0.4160156, 0.5913, -0.6777344, 0.5913, 0.5449219, 0.5913, 4.1463413, 0.5913, -1.402439, 0.5913, 7.6219516
0.1024138, -0.0045319, 0.594, 0.4179688, 0.594, -0.675293, 0.594, 0.5463867, 0.594, 4.6951222, 0.594, -1.6463414, 0.594, 7.1951222
0.1028793, -0.0045319, 0.5967, 0.4257812, 0.5967, -0.6782227, 0.5967, 0.5483398, 0.5967, 4.6341462, 0.5967, -2.0121951, 0.5967, 6.890244
0.1033448, -0.0052033, 0.5994, 0.4301758, 0.5994, -0.6821289, 0.5994, 0.5517578, 0.5994, 4.5731707, 0.5994, -1.9512196, 0.5994, 7.0731707
0.1038103, -0.005539, 0.6021, 0.4326172, 0.6021, -0.6821289, 0.6021, 0.5512695, 0.6021, 4.8170733, 0.6021, -2.0731707, 0.6021, 6.4024391
0.1042759, -0.0062104, 0.6048, 0.4384766, 0.6048, -0.6845703, 0.6048, 0.5537109, 0.6048, 4.4512196, 0.6048, -1.7682927, 0.6048, 6.5243902
0.1047414, -0.0062104, 0.6075, 0.4428711, 0.6075, -0.6845703, 0.6075, 0.550293, 0.6075, 4.2073174, 0.6075, -1.1585366, 0.6075, 5.9756098
0.1052069, -0.0058747, 0.6102, 0.4492188, 0.6102, -0.6875, 0.6102, 0.5551758, 0.6102, 3.8414636, 0.6102, -0.7926829, 0.6102, 5.9756098
0.1056724, -0.0043641, 0.6129, 0.449707, 0.6129, -0.6835938, 0.6129, 0.5566406, 0.6129, 3.9024391, 0.6129, -0.4878049, 0.6129, 5.7926831
0.1061379, -0.0023499, 0.6156, 0.4541016, 0.6156, -0.6875, 0.6156, 0.5595703, 0.6156, 3.4756098, 0.6156, -0.2439024, 0.6156, 5.4268293
0.1066034, -0.0023499, 0.6183, 0.4555664, 0.6183, -0.6884766, 0.6183, 0.5581055, 0.6183, 3.1097562, 0.6183, -0.2439024, 0.6183, 5.2439027
0.107069, -0.0035248, 0.621, 0.4541016, 0.621, -0.6982422, 0.621, 0.5595703, 0.621, 2.8658538, 0.621, -0.0609756, 0.621, 5.4268293
0.1075345, -0.0031891, 0.6237, 0.456543, 0.6237, -0.6992188, 0.6237, 0.559082, 0.6237, 2.6829269, 0.6237, 0.1219512, 0.6237, 5.670732
0.108, -0.0018463, 0.6264, 0.4526367, 0.6264, -0.7036133, 0.6264, 0.5576172, 0.6264, 2.5, 0.6264, 0.7926829, 0.6264, 5.8536587
0.1084655, -0.003357, 0.6291, 0.4536133, 0.6291, -0.7045898, 0.6291, 0.5566406, 0.6291, 2.5, 0.6291, 0.9146342, 0.6291, 5.9756098
0.108931, -0.005539, 0.6318, 0.4467773, 0.6318, -0.706543, 0.6318, 0.5571289, 0.6318, 2.0731707, 0.6318, 0.9146342, 0.6318, 6.3414636
0.1093966, -0.0065461, 0.6345, 0.4462891, 0.6345, -0.7070312, 0.6345, 0.5537109, 0.6345, 2.3780489, 0.6345, 0.9146342, 0.6345, 6.4024391
0.1098621, -0.0038605, 0.6372, 0.4462891, 0.6372, -0.7114258, 0.6372, 0.5498047, 0.6372, 2.195122, 0.6372, 0.7926829, 0.6372, 6.2195125
0.1103276, -0.0025177, 0.6399, 0.4428711, 0.6399, -0.7138672, 0.6399, 0.5488281, 0.6399, 2.0731707, 0.6399, 0.4878049, 0.6399, 6.3414636
0.1107931, -0.0045319, 0.6426, 0.4492188, 0.6426, -0.71875, 0.6426, 0.5444336, 0.6426, 1.8292683, 0.6426, 0.4878049, 0.6426, 5.9146342
0.1112586, -0.0065461, 0.6453, 0.4536133, 0.6453, -0.7182617, 0.6453, 0.5507812, 0.6453, 1.7682927, 0.6453, 0.3658537, 0.6453, 5.7317076
0.1117241, -0.0078889, 0.648, 0.4570312, 0.648, -0.7216797, 0.648, 0.5483398, 0.648, 2.0121951, 0.648, 0.2439024, 0.648, 5.609756
0.1121897, -0.0080568, 0.6507, 0.4482422, 0.6507, -0.7280273, 0.6507, 0.5522461, 0.6507, 1.8902439, 0.6507, 0.1829268, 0.6507, 5.2439027
0.1126552, -0.0082246, 0.6534, 0.449707, 0.6534, -0.7333984, 0.6534, 0.5561523, 0.6534, 1.6463414, 0.6534, 0.1219512, 0.6534, 5
0.1131207, -0.0060426, 0.6561, 0.4375, 0.6561, -0.7387695, 0.6561, 0.5576172, 0.6561, 1.8292683, 0.6561, 0.1829268, 0.6561, 5.0609756
0.1135862, -0.003357, 0.6588, 0.4384766, 0.6588, -0.7407227, 0.6588, 0.5566406, 0.6588, 2.0731707, 0.6588, 0.1829268, 0.6588, 4.8170733
0.1140517, -0.0038605, 0.6615, 0.4311523, 0.6615, -0.7402344, 0.6615, 0.5595703, 0.6615, 1.9512196, 0.6615, -0.1219512, 0.6615, 4.5121951
0.1145172, -0.005539, 0.6642, 0.4287109, 0.6642, -0.7402344, 0.6642, 0.5615234, 0.6642, 1.8292683, 0.6642, -0.1829268, 0.6642, 4.6951222
0.1149828, -0.005539, 0.6669, 0.425293, 0.6669, -0.7412109, 0.6669, 0.5654297, 0.6669, 1.8292683, 0.6669, -0.4878049, 0.6669, 4.5731707
0.1154483, -0.0052033, 0.6696, 0.4228516, 0.6696, -0.7426758, 0.6696, 0.5678711, 0.6696, 1.7073171, 0.6696, -0.7317073, 0.6696, 4.2073174
0.1159138, -0.0058747, 0.6723, 0.4316406, 0.6723, -0.7397461, 0.6723, 0.5693359, 0.6723, 1.8292683, 0.6723, -1.1585366, 0.6723, 4.0853658
0.1163793, -0.0082246, 0.675, 0.4311523, 0.675, -0.7402344, 0.675, 0.5683594, 0.675, 1.7073171, 0.675, -1.2195122, 0.675, 3.7804878
0.1168448, -0.0112459, 0.6777, 0.4384766, 0.6777, -0.7456055, 0.6777, 0.5712891, 0.6777, 1.7682927, 0.6777, -1.3414634, 0.6777, 3.7195122
0.1173103, -0.0129244, 0.6804, 0.4414062, 0.6804, -0.7436523, 0.6804, 0.5766602, 0.6804, 1.3414634, 0.6804, -1.097561, 0.6804, 3.5975611
0.1177759, -0.0132601, 0.6831, 0.4345703, 0.6831, -0.7509766, 0.6831, 0.578125, 0.6831, 1.4634147, 0.6831, -0.5487805, 0.6831, 3.4146342
0.1182414, -0.0119173, 0.6858, 0.4375, 0.6858, -0.75, 0.6858, 0.5776367, 0.6858, 1.097561, 0.6858, -0.1829268, 0.6858, 3.2317073
0.1187069, -0.011078, 0.6885, 0.4414062, 0.6885, -0.7519531, 0.6885, 0.5761719, 0.6885, 1.1585366, 0.6885, 0.7926829, 0.6885, 3.2926829
0.1191724, -0.0124208, 0.6912, 0.4375, 0.6912, -0.7514648, 0.6912, 0.5722656, 0.6912, 1.0365853, 0.6912, 1.3414634, 0.6912, 3.5365853
0.1196379, -0.0129244, 0.6939, 0.4360352, 0.6939, -0.7490234, 0.6939, 0.5693359, 0.6939, 0.6707317, 0.6939, 2.1341465, 0.6939, 3.7804878
0.1201034, -0.0125887, 0.6966, 0.4248047, 0.6966, -0.7451172, 0.6966, 0.5737305, 0.6966, 0.6707317, 0.6966, 2.4390244, 0.6966, 4.0243902
0.120569, -0.0137636, 0.6993, 0.4248047, 0.6993, -0.7446289, 0.6993, 0.5717773, 0.6993, 0.4878049, 0.6993, 2.804878, 0.6993, 4.4512196
0.1210345, -0.0135958, 0.702, 0.4194336, 0.702, -0.7480469, 0.702, 0.5703125, 0.702, 0.4268293, 0.702, 2.5609756, 0.702, 4.5121951
0.1215, -0.0099031, 0.7047, 0.4174805, 0.7047, -0.7470703, 0.7047, 0.5683594, 0.7047, 0.4268293, 0.7047, 2.1341465, 0.7047, 5.1219511
0.1219655, -0.0070497, 0.7074, 0.4150391, 0.7074, -0.7436523, 0.7074, 0.5668945, 0.7074, 0.3658537, 0.7074, 2.195122, 0.7074, 4.9390244
0.122431, -0.0065461, 0.7101, 0.4135742, 0.7101, -0.7421875, 0.7101, 0.5693359, 0.7101, 0.4268293, 0.7101, 1.6463414, 0.7101, 5.3048782
0.1228966, -0.0075532, 0.7128, 0.4042969, 0.7128, -0.7426758, 0.7128, 0.5688477, 0.7128, 0.6707317, 0.7128, 1.4634147, 0.7128, 5.1829271
0.1233621, -0.0078889, 0.7155, 0.4067383, 0.7155, -0.7412109, 0.7155, 0.5722656, 0.7155, 1.1585366, 0.7155, 1.0365853, 0.7155, 5.3658538
0.1238276, -0.0075532, 0.7182, 0.4013672, 0.7182, -0.7436523, 0.7182, 0.574707, 0.7182, 1.2195122, 0.7182, 0.6707317, 0.7182, 5.3048782
0.1242931, -0.0082246, 0.7209, 0.4042969, 0.7209, -0.7412109, 0.7209, 0.5771484, 0.7209, 1.7682927, 0.7209, -0.1829268, 0.7209, 4.7560978
0.1247586, -0.0095674, 0.7236, 0.4082031, 0.7236, -0.7436523, 0.7236, 0.5761719, 0.7236, 1.7073171, 0.7236, -0.6707317, 0.7236, 4.390244
0.1252241, -0.0104067, 0.7263, 0.4116211, 0.7263, -0.7436523, 0.7263, 0.5786133, 0.7263, 1.7073171, 0.7263, -0.9756098, 0.7263, 4.1463413
0.1256897, -0.0102388, 0.729, 0.4155273, 0.729, -0.7485352, 0.729, 0.5800781, 0.729, 1.7682927, 0.729, -1.7682927, 0.729, 3.8414636
0.1261552, -0.0115816, 0.7317, 0.4194336, 0.7317, -0.7470703, 0.7317, 0.5795898, 0.7317, 1.8292683, 0.7317, -1.7682927, 0.7317, 3.9634147
0.1266207, -0.0149386, 0.7344, 0.4282227, 0.7344, -0.7436523, 0.7344, 0.578125, 0.7344, 1.4634147, 0.7344, -1.7682927, 0.7344, 3.7804878
0.1270862, -0.01561, 0.7371, 0.4262695, 0.7371, -0.7446289, 0.7371, 0.5766602, 0.7371, 1.5243902, 0.7371, -1.8902439, 0.7371, 3.8414636
0.1275517, -0.014435, 0.7398, 0.4267578, 0.7398, -0.7426758, 0.7398, 0.5810547, 0.7398, 1.5853659, 0.7398, -2.0731707, 0.7398, 4.3292685
0.1280172, -0.017792, 0.7425, 0.4257812, 0.7425, -0.7431641, 0.7425, 0.5820312, 0.7425, 1.402439, 0.7425, -1.7682927, 0.7425, 4.3292685
0.1284828, -0.0223239, 0.7452, 0.4277344, 0.7452, -0.7416992, 0.7452, 0.5810547, 0.7452, 1.097561, 0.7452, -1.9512196, 0.7452, 4.4512196
0.1289483, -0.024506, 0.7479, 0.4277344, 0.7479, -0.7436523, 0.7479, 0.5771484, 0.7479, 0.9146342, 0.7479, -2.1341465, 0.7479, 4.4512196
0.1294138, -0.0246738, 0.7506, 0.4301758, 0.7506, -0.7416992, 0.7506, 0.5825195, 0.7506, 0.8536586, 0.7506, -2.3170731, 0.7506, 4.2682929
0.1298793, -0.023331, 0.7533, 0.4316406, 0.7533, -0.7421875, 0.7533, 0.5820312, 0.7533, 0.7317073, 0.7533, -2.7439024, 0.7533, 4.2073174
0.1303448, -0.0226596, 0.756, 0.4375, 0.756, -0.7456055, 0.756, 0.578125, 0.756, 0.4878049, 0.756, -2.6829269, 0.756, 3.8414636
0.1308103, -0.0223239, 0.7587, 0.4384766, 0.7587, -0.7412109, 0.7587, 0.5805664, 0.7587, 0.4268293, 0.7587, -2.6219513, 0.7587, 3.5365853
0.1312759, -0.023331, 0.7614, 0.4379883, 0.7614, -0.7373047, 0.7614, 0.5800781, 0.7614, 0.6707317, 0.7614, -2.195122, 0.7614, 3.5365853
0.1317414, -0.0250095, 0.7641, 0.440918, 0.7641, -0.7407227, 0.7641, 0.5791016, 0.7641, 0.6707317, 0.7641, -1.8902439, 0.7641, 3.2926829
0.1322069, -0.0258488, 0.7668, 0.4384766, 0.7668, -0.7392578, 0.7668, 0.5786133, 0.7668, 1.0365853, 0.7668, -1.097561, 0.7668, 3.2926829
0.1326724, -0.0250095, 0.7695, 0.4365234, 0.7695, -0.7402344, 0.7695, 0.5810547, 0.7695, 0.7317073, 0.7695, -0.1219512, 0.7695, 3.2926829
0.1331379, -0.0238346, 0.7722, 0.4321289, 0.7722, -0.737793, 0.7722, 0.5810547, 0.7722, 0.9146342, 0.7722, 0.3658537, 0.7722, 3.2926829
